(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		lights_position_front_and_back_glows (76 verts)	-1	False	False	True	1	[glows (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		LightShape (20 verts)	-1	False	False	True	1	[LightShape (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
